Init Queue
[INFO] Init Cam
-0.135009765625 , -0.067138671875 , 1.99993896484 , 0 , 20 , 2
-0.1787109375 , -0.005615234375 , 1.99993896484 , -9 , 19 , 6
-0.3154296875 , 0.027587890625 , 1.99993896484 , -30 , 17 , 8
0.022216796875 , 0.056884765625 , 1.99993896484 , -10 , -7 , 11
0.092041015625 , 0.064697265625 , 1.99993896484 , 13 , -5 , 9
-0.125732421875 , -0.047119140625 , 1.99993896484 , -40 , -4 , 7
-0.107666015625 , -0.051025390625 , 1.99993896484 , -2 , 8 , 3
-0.021728515625 , 0.06787109375 , 1.99993896484 , 21 , -12 , 0
-0.26220703125 , 0.026611328125 , 1.99993896484 , -7 , -9 , 4
-0.182861328125 , 0.088134765625 , 1.99993896484 , -5 , -4 , 1
-0.1630859375 , 0.075439453125 , 1.99993896484 , 12 , -4 , -2
-0.14111328125 , 0.076904296875 , 1.99993896484 , -7 , -6 , 0
-0.16650390625 , -0.01416015625 , 1.99993896484 , -5 , -5 , 1
-0.15087890625 , 0.001708984375 , 1.99993896484 , -12 , 13 , -1
-0.13427734375 , 0.05810546875 , 1.99993896484 , 12 , -3 , 0
-0.125732421875 , 0.0712890625 , 1.99993896484 , 16 , -5 , -2
-0.0654296875 , 0.063720703125 , 1.99993896484 , 4 , -3 , -2
-0.111083984375 , 0.07421875 , 1.99993896484 , 3 , 5 , 1
-0.22412109375 , -0.04296875 , 1.99993896484 , -4 , 16 , -2
-0.094970703125 , 0.005126953125 , 1.99993896484 , 2 , 21 , 1
-0.142822265625 , 0.013427734375 , 1.99993896484 , 12 , 15 , -2
-0.267822265625 , -0.06640625 , 1.99993896484 , 14 , 16 , -3
-0.131103515625 , 0.103271484375 , 1.99993896484 , 6 , 7 , -1
-0.1474609375 , 0.044189453125 , 1.99993896484 , 20 , 10 , 3
-0.188232421875 , -0.055419921875 , 1.99993896484 , 3 , 8 , -2
-0.198486328125 , 0.069580078125 , 1.99993896484 , -16 , -5 , 6
-0.134033203125 , 0.117431640625 , 1.99993896484 , 26 , 10 , 3
-0.072509765625 , -0.090087890625 , 1.99993896484 , -16 , -15 , 1
