Init Queue
[INFO] Init Cam
28.3629894257 6.23893737793 4.97388839722
28.8219451904 6.06799125671 5.13696670532
29.2460918427 6.16097450256 5.22494316101
28.7640094757 6.24299049377 4.86898422241
29.3469429016 6.24299049377 4.8520565033
29.0870666504 6.2210559845 4.95910644531
28.510093689 6.13212585449 4.95004653931
28.2578468323 6.03413581848 5.21993637085
33.0309867859 6.3681602478 4.99200820923
29.0420055389 6.1469078064 5.0950050354
27.7750492096 6.07800483704 5.09190559387
29.1361808777 6.05988502502 5.20086288452
28.7170410156 6.30307197571 5.12981414795
29.6549797058 6.30593299866 5.29885292053
28.8870334625 6.37292861938 5.1109790802
28.76496315 6.33597373962 5.12194633484
29.3190479279 6.2460899353 5.11908531189
28.4290313721 6.18886947632 6.04581832886
28.8310050964 6.11710548401 5.40995597839
29.0651321411 6.14905357361 5.35988807678
28.7930965424 6.12115859985 5.27882575989
28.5470485687 6.19387626648 5.35678863525
29.0529727936 6.12187385559 5.41114807129
28.7959575653 6.10089302063 5.33509254456
29.0820598602 6.16693496704 2.43210792542
27.1229743958 6.108045578 2.1800994873
28.2049179077 6.37602806091 2.17986106873
27.3950099945 6.18004798889 1.93500518799
27.144908905 6.35600090027 2.33507156372
22.5670337677 6.17909431458 2.18296051025
21.959066391 6.0920715332 2.15792655945
25.2249240875 6.14786148071 2.25615501404
24.6121883392 6.11209869385 2.81000137329
23.1719017029 6.27899169922 3.07893753052
23.2698917389 5.98001480103 3.03792953491
24.3139266968 6.29281997681 2.59113311768
24.2409706116 6.2038898468 2.68507003784
19.9439525604 6.22487068176 2.50220298767
22.4750041962 5.97500801086 2.54797935486
19.1679000854 6.31594657898 2.51007080078
21.9080448151 6.13212585449 2.52604484558
19.3209648132 6.21914863586 2.40206718445
25.7019996643 6.21509552002 2.20394134521
23.3001708984 6.04510307312 2.33793258667
25.1560211182 6.20794296265 2.1550655365
20.702123642 6.04486465454 2.3729801178
22.8099822998 6.23893737793 2.57396697998
23.8060951233 6.0670375824 2.33817100525
22.9949951172 6.18004798889 2.37011909485
23.323059082 6.28113746643 2.43902206421
23.1552124023 6.09803199768 2.47406959534
22.3250389099 6.27708435059 2.46906280518
18.2349681854 6.08086585999 2.36916542053
22.7930545807 6.03795051575 2.10094451904
23.4088897705 6.00099563599 2.54893302917
22.9279994965 6.21199607849 2.2280216217
18.8739299774 6.23106956482 2.1288394928
19.2332267761 5.95903396606 1.99389457703
20.1871395111 6.21700286865 1.81198120117
20.1120376587 6.16788864136 1.85394287109
20.898103714 6.05988502502 5.04517555237
22.1679210663 6.04605674744 5.34796714783
25.1049995422 6.30116462708 5.32007217407
25.5410671234 6.10780715942 5.55109977722
25.120973587 6.01315498352 5.65195083618
26.4179706573 6.22510910034 5.450963974
25.6018638611 6.99710845947 5.50293922424
24.7089862823 6.2849521637 5.23686408997
25.5708694458 5.99098205566 5.49817085266
26.2281894684 6.2050819397 5.47504425049
24.8808860779 6.28399848938 5.16796112061
36.8480682373 6.19196891785 15.4840946198
45.2671051025 6.21008872986 21.8911170959
25.680065155 6.17504119873 5.32984733582
25.3448486328 6.10494613647 5.38611412048
25.1760482788 12.1560096741 5.27310371399
25.7420539856 6.22606277466 5.29098510742
24.9691009521 5.99002838135 5.56802749634
24.8141288757 6.24513626099 5.1531791687
25.093793869 6.0920715332 5.40399551392
26.3590812683 6.2370300293 5.36012649536
24.9929428101 6.08491897583 5.32603263855
25.1860618591 6.11019134521 5.41305541992
25.9120464325 6.11400604248 5.59997558594
25.0611305237 6.19292259216 5.24306297302
25.0818729401 6.53386116028 5.49793243408
25.5289077759 6.12306594849 5.53798675537
25.5680084229 6.40797615051 5.55992126465
25.9168148041 6.14595413208 5.62500953674
25.0420570374 6.06393814087 2.68793106079
22.2451686859 6.2301158905 2.40087509155
24.3759155273 6.21104240417 2.20894813538
24.0769386292 6.18195533752 2.04300880432
21.0108757019 6.22987747192 2.14195251465
20.763874054 6.24585151672 2.23588943481
23.0247974396 6.08706474304 2.22706794739
23.3759880066 6.23893737793 2.12287902832
21.2771892548 6.13784790039 2.2029876709
19.7050571442 6.21795654297 2.28786468506
23.6458778381 6.27613067627 2.121925354
23.8189697266 6.22487068176 2.39515304565
22.4599838257 6.22820854187 2.01988220215
24.2488384247 6.20698928833 2.14600563049
23.8280296326 6.2141418457 2.43806838989
24.9719619751 6.11686706543 2.4938583374
22.2342014313 6.2038898468 2.2189617157
26.4759063721 6.27112388611 2.2759437561
23.9009857178 6.11090660095 2.01416015625
25.6180763245 6.34288787842 2.13098526001
27.9591083527 6.18100166321 2.40302085876
27.2090435028 6.13403320312 2.42304801941
28.0158519745 6.50119781494 2.33793258667
21.1169719696 6.21509552002 1.98292732239
27.398109436 6.26015663147 2.14290618896
25.3558158875 6.15310668945 1.88803672791
26.5908241272 6.87909126282 2.11000442505
26.330947876 6.0601234436 2.19511985779
25.2690315247 6.27303123474 1.87301635742
25.0749588013 6.29305839539 1.95503234863
24.9359607697 6.22391700745 1.86109542847
22.8278636932 6.27303123474 1.94501876831
22.0630168915 6.25085830688 1.89614295959
21.8918323517 6.12306594849 2.05397605896
22.579908371 6.0830116272 1.72305107117
22.1920013428 5.95808029175 4.8840045929
24.2488384247 6.14094734192 4.49585914612
27.8980731964 6.1628818512 4.84895706177
28.8851261139 6.30116462708 4.98485565186
27.841091156 6.34813308716 4.86302375793
28.8228988647 6.29210472107 4.85301017761
28.7690162659 6.25705718994 5.05590438843
28.6471843719 6.03580474854 5.27119636536
29.3521881104 6.03294372559 5.16486167908
28.736114502 6.09683990479 5.31697273254
29.1619300842 6.20794296265 5.3391456604
28.9399623871 6.12807273865 5.23090362549
28.2580852509 6.18505477905 5.07593154907
26.7429351807 6.1628818512 5.20396232605
27.6889801025 6.13713264465 5.33390045166
28.6881923676 6.24394416809 5.29408454895
28.028011322 6.15096092224 5.37204742432
28.7499427795 6.20198249817 5.41400909424
28.6819934845 6.0920715332 5.38516044617
28.3420085907 5.95307350159 5.49292564392
33.7929725647 6.27112388611 5.21922111511
30.0619602203 6.1731338501 5.24210929871
29.2391777039 6.26492500305 5.16486167908
28.0520915985 6.17218017578 5.24997711182
28.7458896637 6.1309337616 5.34701347351
28.3110141754 6.23893737793 5.39398193359
28.3479690552 6.187915802 5.48005104065
29.0198326111 6.22606277466 5.50413131714
28.7311077118 6.2518119812 5.45787811279
27.909040451 6.2780380249 2.29001045227
28.8209915161 6.17718696594 2.39491462708
27.1291732788 6.26397132874 2.21705436707
26.5929698944 6.32309913635 2.63714790344
23.9319801331 6.11209869385 2.22396850586
22.2721099854 6.2530040741 2.357006073
24.2290496826 6.20102882385 2.10499763489
25.3179073334 6.24299049377 2.73895263672
24.6260166168 6.13498687744 3.2160282135
23.4849452972 6.36696815491 2.91514396667
22.5050449371 6.17504119873 3.005027771
24.7950553894 6.17814064026 2.72798538208
21.3191509247 6.50691986084 2.69818305969
22.7479934692 6.22010231018 2.50291824341
18.4090137482 6.0031414032 3.47208976746
21.2910175323 6.27899169922 2.52318382263
19.2670822144 6.2267780304 2.62808799744
21.1141109467 6.83784484863 2.43592262268
19.2108154297 7.05814361572 2.3398399353
19.2458629608 6.15501403809 2.27999687195
21.3329792023 6.26087188721 2.21300125122
23.97108078 6.23202323914 2.67004966736
22.9210853577 6.2141418457 2.3980140686
22.6030349731 6.36005401611 2.44402885437
22.7861404419 6.16788864136 2.44998931885
22.9141712189 6.39605522156 2.37607955933
27.9049873352 6.04295730591 2.46500968933
23.5860347748 6.2210559845 2.40588188171
22.9828357697 6.098985672 2.46095657349
24.4240760803 6.10113143921 2.70891189575
22.6030349731 6.21700286865 2.42590904236
19.8390483856 6.11686706543 2.23803520203
20.4811096191 6.24680519104 2.05278396606
20.2128887177 6.25896453857 2.08711624146
20.416021347 6.13784790039 1.94716453552
20.4949378967 6.21891021729 4.78911399841
21.5768814087 6.32500648499 5.61594963074
26.0760784149 6.27779960632 5.48887252808
25.2990722656 6.26802444458 5.56778907776
25.1498222351 6.4651966095 5.73992729187
25.9921550751 6.14094734192 5.64002990723
26.7169475555 6.22320175171 5.58400154114
25.5091190338 6.18410110474 5.25093078613
24.85704422 6.30593299866 5.48315048218
24.7449874878 6.43801689148 5.35893440247
25.0191688538 6.01291656494 5.695104599
25.0990390778 6.21795654297 5.40614128113
25.9058475494 6.1469078064 5.50985336304
25.0818729401 6.19792938232 5.22589683533
24.6088504791 6.19888305664 5.36799430847
24.7099399567 6.2370300293 5.32197952271
25.4299640656 6.0510635376 5.58090209961
24.8169898987 6.60300254822 6.13403320312
25.5701541901 6.13903999329 5.5410861969
25.2690315247 6.24895095825 5.41496276855
25.4669189453 6.4160823822 5.3768157959
25.6278514862 6.14500045776 5.58710098267
26.6330242157 6.29496574402 5.52415847778
26.3650417328 6.37698173523 5.34296035767
24.621963501 6.27398490906 5.49387931824
26.2970924377 6.27112388611 5.88607788086
25.8820056915 6.26397132874 6.18004798889
25.1748561859 5.95617294312 5.71584701538
25.484085083 7.21502304077 5.56898117065
25.3450870514 6.2530040741 2.54487991333
24.393081665 6.19792938232 2.40302085876
22.0949649811 6.23393058777 2.16102600098
23.5760211945 6.36005401611 2.07090377808
19.8030471802 6.15906715393 2.28905677795
21.1050510406 5.98287582397 2.14505195618
22.9911804199 6.23607635498 2.00390815735
23.2670307159 6.12616539001 2.21395492554
19.7620391846 6.25109672546 2.33006477356
19.5980072021 6.12998008728 2.56204605103
23.6659049988 5.99813461304 2.26902961731
22.1331119537 6.10494613647 2.13503837585
23.5161781311 6.10709190369 2.18605995178
23.1530666351 6.30187988281 2.4950504303
24.316072464 6.03294372559 2.48503684998
21.2450027466 6.25991821289 2.22587585449
21.3038921356 6.19602203369 2.1710395813
27.3530483246 6.23512268066 2.33602523804
22.910118103 6.05797767639 2.15196609497
26.2241363525 6.21390342712 2.06279754639
24.6531963348 6.30903244019 2.28500366211
25.4259109497 6.21008872986 2.16507911682
23.7958431244 6.27708435059 2.08497047424
24.1150856018 6.21795654297 2.06780433655
26.4029502869 6.10518455505 1.98316574097
27.3821353912 6.34789466858 1.84106826782
26.63397789 5.98812103271 1.88803672791
25.2552032471 6.12497329712 1.88493728638
25.9308815002 6.1559677124 1.96003913879
24.5099067688 6.24895095825 1.88207626343
21.9118595123 6.2198638916 2.14290618896
22.5031375885 6.08611106873 1.99794769287
22.5670337677 6.17504119873 2.11501121521
27.6198387146 6.17909431458 1.90186500549
21.5899944305 6.22010231018 1.88612937927
23.6299037933 6.11901283264 4.55904006958
25.8541107178 6.36696815491 4.61888313293
29.4029712677 6.31189346313 4.90498542786
29.2329788208 6.26587867737 4.86397743225
28.9838314056 6.27779960632 5.01394271851
28.4512042999 6.16884231567 5.1691532135
28.2061100006 6.04891777039 5.17892837524
29.0780067444 6.15978240967 5.20205497742
29.2248725891 6.14309310913 5.26905059814
29.1769504547 6.08801841736 5.13696670532
28.1529426575 6.26397132874 5.10907173157
27.8539657593 6.15000724792 5.27405738831
28.8360118866 6.01601600647 5.26404380798
29.8790931702 6.0920715332 5.51915168762
49.3991374969 6.03294372559 15.389919281
61.3310337067 15.1789188385 5.04183769226
28.028011322 6.19792938232 5.08499145508
28.7990570068 6.14809989929 5.24091720581
29.1728973389 6.2530040741 5.34081459045
28.3060073853 6.21199607849 5.20992279053
29.1101932526 6.2530040741 5.2809715271
30.2028656006 6.26683235168 5.37514686584
29.1819572449 6.72006607056 5.34200668335
28.2618999481 6.28089904785 5.33318519592
28.8660526276 6.24394416809 5.30385971069
28.5279750824 6.19411468506 5.53488731384
28.5289287567 6.4651966095 5.55300712585
34.4610214233 6.25801086426 5.38802146912
29.7341346741 6.24203681946 2.56586074829
27.7228355408 6.10399246216 2.38990783691
28.3980369568 6.33597373962 2.366065979
27.526140213 6.21891021729 2.16889381409
29.1850566864 6.41202926636 2.4528503418
24.9891281128 6.26707077026 2.26807594299
22.5250720978 6.34598731995 2.20489501953
23.4251022339 6.23989105225 2.17890739441
25.0849723816 6.27517700195 2.37894058228
24.7008800507 5.99980354309 3.19981575012
23.041009903 6.11209869385 3.01599502563
22.1228599548 5.97190856934 3.21483612061
20.2810764313 6.23202323914 2.56705284119
22.2890377045 6.23512268066 2.50005722046
22.8199958801 6.31904602051 2.38990783691
18.68891716 6.20818138123 2.57587432861
20.2059745789 6.11901283264 2.73108482361
19.1321372986 6.23917579651 2.53987312317
21.6190814972 6.11591339111 2.47120857239
19.6058750153 6.03890419006 2.46405601501
24.2938995361 6.31093978882 2.10881233215
21.0251808167 6.07705116272 2.60090827942
24.530172348 6.24799728394 2.56991386414
21.0978984833 6.16002082825 3.0689239502
24.1529941559 6.1628818512 2.53510475159
22.4640369415 6.0670375824 2.55107879639
22.9711532593 6.17098808289 2.5749206543
22.2778320312 6.11805915833 2.57396697998
21.5690135956 6.11019134521 2.5520324707
20.4038619995 6.13212585449 2.92301177979
23.2810974121 6.30807876587 2.45785713196
23.1080055237 6.17599487305 2.47383117676
20.8978652954 6.11019134521 2.29382514954
19.092798233 6.03008270264 2.44808197021
20.4429626465 6.16598129272 2.25687026978
20.5738544464 6.21294975281 1.91617012024
20.4150676727 11.0077857971 4.7709941864
21.1510658264 6.2370300293 5.16486167908
23.2670307159 6.04701042175 5.49101829529
25.918006897 6.1309337616 5.6049823761
25.2559185028 6.34002685547 5.38897514343
24.7478485107 6.30378723145 5.6619644165
26.6041755676 6.422996521 5.50603866577
25.022983551 6.09397888184 5.72609901428
25.3040790558 6.25705718994 5.41591644287
24.7230529785 6.14404678345 5.43999671936
25.0880718231 6.38580322266 5.32293319702
25.8500576019 6.25419616699 5.52082061768
25.3169536591 6.22200965881 5.57804107666
25.2180099487 6.0338973999 5.63097000122
24.6407985687 6.16192817688 5.43189048767
24.9571800232 6.11591339111 5.35607337952
24.2791175842 6.31093978882 5.37395477295
24.9381065369 6.1149597168 5.50413131714
25.7360935211 6.11400604248 5.53178787231
24.158000946 6.15191459656 5.61809539795
25.7189273834 6.83307647705 5.50007820129
25.3958702087 6.16478919983 5.3608417511
25.2981185913 6.18696212769 5.45907020569
25.3899097443 6.39700889587 5.41496276855
25.8121490479 6.04915618896 5.49602508545
24.6350765228 6.24990463257 5.42402267456
25.8438587189 6.11710548401 5.53107261658
25.7639884949 6.3099861145 5.55610656738
25.6049633026 6.23893737793 5.40614128113
25.3119468689 6.3111782074 5.42116165161
23.3571529388 6.25920295715 2.51293182373
24.3008136749 6.18600845337 2.17795372009
23.8540172577 6.31403923035 2.09498405457
24.4400501251 6.17790222168 1.99508666992
24.5578289032 6.2689781189 2.01916694641
20.1280117035 6.23297691345 2.08783149719
19.5789337158 6.12211227417 1.96504592896
22.2868919373 6.26397132874 2.15816497803
20.6570625305 6.13903999329 2.33697891235
19.189119339 6.12211227417 2.62188911438
23.0398178101 6.17599487305 2.34079360962
21.4171409607 6.04200363159 2.2280216217
21.9838619232 6.35099411011 2.08592414856
24.0008831024 6.19101524353 2.15482711792
25.4180431366 6.20102882385 2.39205360413
23.1370925903 6.13307952881 2.27308273315
26.0360240936 6.38890266418 2.15697288513
22.7718353271 6.13713264465 2.20704078674
26.9300937653 6.14905357361 1.9998550415
24.4171619415 6.35409355164 1.9679069519
25.5320072174 6.70385360718 2.28190422058
27.6000499725 6.23393058777 2.14195251465
25.0051021576 6.35290145874 2.25210189819
23.0300426483 6.47211074829 2.03490257263
26.1421203613 6.12616539001 2.04205513
25.4900455475 6.15191459656 2.00009346008
25.8028507233 6.29806518555 1.9428730011
23.8161087036 6.34694099426 1.953125
25.1410007477 6.23202323914 1.85894966125
24.955034256 6.24394416809 1.99198722839
21.3189125061 6.1731338501 1.88684463501
23.3941078186 6.3169002533 1.9519329071
23.707151413 6.21700286865 1.96599960327
22.8390693665 6.22391700745 1.85704231262
22.0530033112 6.08396530151 1.85108184814
23.8928794861 6.13307952881 4.59694862366
25.8929729462 6.2370300293 4.90999221802
26.848077774 6.29615783691 5.00893592834
28.470993042 6.01100921631 5.19800186157
28.5241603851 6.01005554199 5.21016120911
27.5630950928 10.8408927917 5.59997558594
29.1199684143 6.13498687744 5.06281852722
27.9800891876 6.17599487305 5.29789924622
29.0238857269 6.30784034729 4.88901138306
28.8319587708 6.3111782074 4.93097305298
29.125213623 6.3488483429 4.99320030212
28.2380580902 6.3488483429 4.99606132507
28.6149978638 6.26707077026 5.12385368347
29.3869972229 6.18696212769 5.18417358398
28.3970832825 6.29281997681 5.20992279053
28.9871692657 6.2198638916 5.17082214355
28.3699035645 6.15692138672 5.18894195557
28.3210277557 6.12902641296 5.24997711182
28.2549858093 6.08897209167 5.39398193359
29.2489528656 6.08611106873 5.27691841125
28.3110141754 6.25586509705 5.21397590637
27.960062027 6.28995895386 5.11598587036
28.2399654388 6.23798370361 5.12599945068
29.205083847 6.32905960083 5.13815879822
28.883934021 6.24585151672 5.39016723633
28.4249782562 6.10399246216 5.58090209961
29.9730300903 6.08086585999 5.68389892578
29.4818878174 6.00004196167 5.56898117065
29.0369987488 6.14905357361 2.65502929688
29.1919708252 6.02102279663 2.43997573853
27.3900032043 6.10685348511 2.25400924683
23.2040882111 6.15096092224 2.13408470154
27.6000499725 6.14905357361 2.24089622498
23.6599445343 6.69312477112 2.17390060425
22.1211910248 6.31213188171 2.36296653748
25.3710746765 6.10303878784 2.2120475769
24.7218608856 6.5131187439 2.53701210022
23.4739780426 6.49404525757 3.34215164185
22.2411155701 6.32786750793 3.20410728455
