Init Queue
[INFO] Init Cam
23.3597755432 6.12807273865 2.87199020386
22.9818820953 6.18410110474 2.71892547607
23.2141017914 6.23607635498 2.54797935486
19.2918777466 6.2198638916 2.54607200623
22.6190090179 6.04510307312 2.71892547607
19.2189216614 6.37793540955 2.34913825989
21.9509601593 6.16192817688 2.45499610901
19.4609165192 6.23798370361 2.27189064026
20.0099945068 6.19602203369 2.28786468506
23.4780311584 6.04891777039 2.33912467957
24.9271392822 6.23297691345 2.60496139526
19.7701454163 6.09111785889 2.44498252869
23.6539840698 6.01100921631 2.54487991333
22.4759578705 6.098985672 2.49409675598
23.7748622894 6.07705116272 2.57110595703
22.7339267731 6.01410865784 2.40993499756
21.7950344086 6.20985031128 2.57396697998
22.4890708923 6.11805915833 2.58302688599
22.2108364105 5.98406791687 2.4790763855
22.23777771 6.21294975281 2.42304801941
23.530960083 6.12306594849 2.49910354614
20.1139450073 6.23297691345 2.35795974731
20.3139781952 6.08396530151 2.26902961731
20.1499462128 6.16192817688 1.92904472351
20.5850601196 6.24895095825 1.90091133118
20.5230712891 5.99908828735 4.91404533386
22.7179527283 6.21485710144 5.25808334351
26.1180400848 6.0179233551 5.65981864929
26.3071060181 6.12306594849 5.63192367554
25.7980823517 6.04295730591 6.17289543152
25.7539749146 6.18410110474 5.36513328552
25.1579284668 6.31904602051 5.47289848328
25.2640247345 6.12807273865 6.51693344116
25.0239372253 6.48498535156 5.61285018921
25.4459381104 6.11209869385 5.32984733582
31.0208797455 6.34503364563 5.33986091614
25.4747867584 6.21390342712 5.56588172913
25.2459049225 5.99694252014 5.47504425049
25.4700183868 6.05010986328 5.57398796082
25.3801345825 6.20198249817 5.17892837524
24.9300003052 6.07585906982 5.47003746033
25.0978469849 6.25395774841 5.43117523193
23.7839221954 6.10280036926 5.53297996521
25.7568359375 6.09707832336 5.58876991272
55.3231239319 16.2680149078 5.45597076416
47.7609634399 6.26587867737 5.58996200562
25.9149074554 6.22391700745 5.43904304504
24.7600078583 6.08491897583 5.49292564392
25.9928703308 6.09302520752 5.38301467896
25.3789424896 6.08396530151 5.65886497498
24.5571136475 6.12092018127 5.23591041565
24.3549346924 6.11019134521 5.74803352356
20.359992981 5.90395927429 5.65409660339
24.6479511261 6.63208961487 5.42306900024
24.3299007416 6.108045578 2.60901451111
21.8691825867 5.96690177917 2.47120857239
22.8681564331 6.07800483704 2.26211547852
24.1689682007 6.00695610046 2.49910354614
19.8719501495 6.27017021179 2.0318031311
20.0510025024 6.11710548401 2.09188461304
23.4100818634 6.20698928833 2.01392173767
22.2570896149 6.17599487305 2.32291221619
19.7179317474 6.11710548401 2.43186950684
19.0041065216 6.1309337616 2.35104560852
23.1628417969 6.2689781189 2.12979316711
21.5940475464 6.098985672 2.31504440308
24.041891098 6.25395774841 2.23898887634
23.6418247223 6.34717941284 2.39086151123
23.5950946808 6.24203681946 2.31218338013
22.81498909 6.37698173523 2.18296051025
26.9379615784 5.99193572998 2.45404243469
23.2079029083 6.05607032776 2.31194496155
25.505065918 6.22487068176 2.03609466553
25.2118110657 6.28399848938 1.81698799133
27.7578830719 6.07585906982 2.2828578949
23.2400894165 5.97190856934 2.18987464905
26.4279842377 6.10995292664 2.22611427307
24.4560241699 6.32810592651 1.98411941528
25.7019996643 6.61993026733 1.90019607544
25.3920555115 6.41012191772 1.88684463501
25.918006897 6.22081756592 1.90687179565
24.523973465 6.0510635376 1.96695327759
25.7890224457 6.29496574402 1.90496444702
24.3499279022 6.16908073425 1.89995765686
21.3639736176 6.11209869385 1.97982788086
22.0510959625 6.13212585449 2.00581550598
22.0410823822 6.11305236816 2.01296806335
21.2171077728 6.07681274414 2.01106071472
21.968126297 6.21914863586 1.66416168213
23.766040802 6.30402565002 4.5018196106
25.132894516 6.18600845337 4.96196746826
29.1810035706 6.30402565002 5.42593002319
29.7768115997 6.29591941833 5.16295433044
28.0358791351 6.30402565002 5.0151348114
28.9170742035 6.2460899353 5.08689880371
28.4929275513 7.61699676514 5.09309768677
28.4209251404 6.14094734192 5.21492958069
32.5601100922 6.14809989929 4.93288040161
31.2540531158 6.21318817139 6.55102729797
32.4790477753 7.68399238586 4.79698181152
31.3131809235 6.22296333313 5.04589080811
30.4570198059 6.13689422607 5.12313842773
34.1708660126 6.23393058777 4.9991607666
28.1460285187 6.0338973999 5.08093833923
28.9349555969 12.6948356628 5.11622428894
28.7420749664 6.22510910034 5.12099266052
29.2057991028 6.27589225769 5.27501106262
28.1851291656 7.21502304077 5.05495071411
28.3041000366 6.12783432007 5.13100624084
28.2678604126 6.08801841736 5.31196594238
31.4879417419 6.1981678009 6.64186477661
33.0131053925 7.41291046143 5.59902191162
24.6150493622 7.55500793457 5.14101982117
31.9678783417 5.99813461304 6.97708129883
32.2709083557 7.71188735962 5.40685653687
32.5500965118 7.63702392578 5.11813163757
33.0419540405 14.5111083984 5.20801544189
32.1171283722 6.23416900635 4.33301925659
31.9991111755 6.28590583801 2.30407714844
28.0601978302 6.19196891785 2.19798088074
31.8439006805 6.07800483704 4.05883789062
32.4800014496 16.3249969482 2.33006477356
27.3261070251 6.25801086426 2.04396247864
24.8539447784 6.15692138672 2.14290618896
26.0188579559 6.54721260071 2.16007232666
24.8861312866 6.19387626648 2.30503082275
24.8181819916 6.23607635498 2.9559135437
