0.0 , 0.0
90.5 , 0.905
204.5 , 102.25
228.0 , 114.0
234.0 , 117.0
240.0 , 120.0
240.0 , 120.0
240.0 , 120.0
234.0 , 117.0
227.5 , 113.75
226.5 , 113.25
224.5 , 112.25
225.0 , 112.5
231.5 , 115.75
231.5 , 115.75
233.0 , 116.5
221.0 , 110.5
221.0 , 110.5
221.0 , 110.5
216.5 , 108.25
217.5 , 108.75
217.0 , 108.5
217.5 , 108.75
217.5 , 108.75
221.5 , 110.75
220.5 , 110.25
219.0 , 109.5
219.5 , 109.75
209.0 , 104.5
216.0 , 108.0
210.0 , 105.0
203.0 , 101.5
200.5 , 100.25
199.0 , 99.5
195.5 , 97.75
199.0 , 99.5
199.0 , 99.5
195.5 , 97.75
197.0 , 98.5
194.0 , 97.0
190.0 , 95.0
190.0 , 95.0
183.0 , 91.5
177.0 , 1.77
173.5 , 1.735
173.5 , 1.735
167.5 , 1.675
162.5 , 1.625
156.5 , 1.565
142.5 , 1.425
130.5 , 1.305
129.0 , 1.29
123.0 , 1.23
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
123.0 , 1.23
128.5 , 1.285
156.5 , 1.565
181.0 , 90.5
203.5 , 101.75
219.0 , 109.5
221.5 , 110.75
224.5 , 112.25
221.5 , 110.75
221.5 , 110.75
209.5 , 104.75
197.0 , 98.5
195.5 , 97.75
195.5 , 97.75
215.0 , 107.5
215.0 , 107.5
211.0 , 105.5
181.5 , 90.75
181.5 , 90.75
177.5 , 1.775
182.0 , 91.0
182.0 , 91.0
182.0 , 91.0
195.0 , 97.5
206.0 , 103.0
208.0 , 104.0
206.5 , 103.25
206.5 , 103.25
203.0 , 101.5
203.0 , 101.5
181.5 , 90.75
171.0 , 1.71
192.5 , 96.25
183.0 , 91.5
201.0 , 100.5
215.0 , 107.5
202.0 , 101.0
215.5 , 107.75
215.5 , 107.75
188.0 , 94.0
214.5 , 107.25
200.5 , 100.25
200.5 , 100.25
214.5 , 107.25
213.5 , 106.75
213.5 , 106.75
204.0 , 102.0
204.0 , 102.0
203.0 , 101.5
209.0 , 104.5
209.0 , 104.5
205.0 , 102.5
203.0 , 101.5
202.5 , 101.25
191.0 , 95.5
201.5 , 100.75
199.5 , 99.75
199.0 , 99.5
199.5 , 99.75
199.5 , 99.75
199.5 , 99.75
197.5 , 98.75
195.0 , 97.5
193.5 , 96.75
191.5 , 95.75
187.5 , 93.75
180.5 , 90.25
172.5 , 1.725
163.5 , 1.635
153.0 , 1.53
144.0 , 1.44
138.0 , 1.38
138.0 , 1.38
129.0 , 1.29
127.0 , 1.27
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
0 , 60
127.0 , 1.27
131.0 , 1.31
181.5 , 90.75
233.5 , 116.75
226.5 , 113.25
226.5 , 113.25
228.0 , 114.0
230.5 , 115.25
225.0 , 112.5
225.0 , 112.5
225.0 , 112.5
208.5 , 104.25
206.5 , 103.25
206.5 , 103.25
206.5 , 103.25
207.5 , 103.75
213.5 , 106.75
229.0 , 114.5
229.0 , 114.5
225.0 , 112.5
217.5 , 108.75
217.5 , 108.75
225.5 , 112.75
227.5 , 113.75
229.0 , 114.5
234.5 , 117.25
234.5 , 117.25
234.5 , 117.25
234.5 , 117.25
229.0 , 114.5
234.5 , 117.25
229.0 , 114.5
228.0 , 114.0
227.0 , 113.5
222.5 , 111.25
222.5 , 111.25
221.5 , 110.75
221.5 , 110.75
226.0 , 113.0
226.5 , 113.25
226.5 , 113.25
222.0 , 111.0
217.0 , 108.5
217.0 , 108.5
217.5 , 108.75
222.5 , 111.25
224.5 , 112.25
219.0 , 109.5
221.5 , 110.75
218.0 , 109.0
212.0 , 106.0
212.5 , 106.25
212.5 , 106.25
213.0 , 106.5
213.0 , 106.5
208.5 , 104.25
206.5 , 103.25
206.5 , 103.25
204.0 , 102.0
201.0 , 100.5
199.0 , 99.5
198.0 , 99.0
195.0 , 97.5
195.0 , 97.5
191.5 , 95.75
189.0 , 94.5
186.0 , 93.0
